Tweet	Task A 	Task B	Task C
@lauramkeane @markknoller @TimInHonolulu @KimReynoldsIA Did you read that the 4th of july will be a great big-O'-fundraiser for trumps re election? He also plans to make himself the center of attention.(surprise). This is his 'parade' he so wants the country to have for him. &amp; since that wont happen. Hes taking this. #FuckTrump	NOT	NONE	NONE
NYT: Mexico Had Already Agreed to Border Measures Trump Said Were Taken to Avert Tariffs #Resist #ResistTrump #FuckTrump https://t.co/508FLMjDAh	NOT	NONE	NONE
@dwancherry I read until I got to the picture of him with the Trump jersey on the wall. #douchebag	NOT	NONE	NONE
#DoctorsUnderOppression @ Baharampore Hospital in #Bengal saying that #TMC MLA Abu Taher Khan &amp; his men entered the hospital &amp; threatened of raping lady doctors, murdering male doctors &amp; said it'll be done such way, none can trace bodies.  #DoctorsFightBack #DoctorsProtest https://t.co/OuXOeRnskU	NOT	NONE	NONE
oi check shirt man , when you say “this country” do you mean Wales?no? Didn’t think so #dickhead @bbcqt	NOT	NONE	NONE
Every one in the country is aware if what's happening with doctors in west Bengal &amp; in India &amp; this is no way any ruling government should treat it's people. It's high time people speak up &amp; this is should not die down easily. #DoctorsFightBack #Kolkata #India	NOT	NONE	NONE
Even #Dhoni couldn’t have imagined that our media will go for such high TRP by taking this #DhoniKeepsTheGlove issue to prime time !! If army is our pride then our current missing plane must be at our prime time  and game yes we will win 🤩🤩#INDvAUS #AUSvIND #icc	NOT	NONE	NONE
#EastTurkistan Demonstration against Beijing Olympic (Japan) https://t.co/GHhNTmpunA #Uyghur #FreeUyghur #China #CCP #BoycottChina #ウイグル #RT	NOT	NONE	NONE
And he is so called people's representative #Savethedoctors #DoctorsFightBack #istandwithnrs https://t.co/2cVLtSELhx	NOT	NONE	NONE
Congressman says he supports prison for people who get abortions #Resist #ResistTrump #FuckTrump https://t.co/v97wgsRmLn	NOT	NONE	NONE
Can't wait to see who'll be the new #Tory (unelected yet again) PM #ToryLeadeshipContest says me never 😝 if #Boris et al are anything to go by #BorisJohnsonShouldNotBePM really do hope there's life on Mars 💨💨🔥🚀	NOT	NONE	NONE
@narendramodi @AmitShah @Dev_Fadnavis Sir i am a medical student and after all is happening in kolkata i no more feel safe being a doctor .Every human has the basic right to have protection when threatened ,why we doctor's are being denied of that #SAVEDOCTORS #DoctorsFightBack	NOT	NONE	NONE
I’m a comedian and as a group we’re: selfish, chaotic, narcissistic, disorganised, needy and entirely self obsessed. I wouldn’t trust a comedian with anything apart from a microphone and an audience.    And those are the exact reasons why #BorisJohnsonShouldNotBePM	NOT	NONE	NONE
@ICC wants to make happy each and every WC playing country thats why their made schedule according to rain so that every country score point.👺    #ShameOnICC   @BCCI   @englandcricket	NOT	NONE	NONE
@BDUTT @msdhoni @adgpi #DhoniKeepsTheGlove the stupidity of the demand is only because of the president of ICC - what's next? Get virat and pandya to erase their tattoos???	NOT	NONE	NONE
another GOOD reason 2 NOT reveal identity of rape accused man!! not only because he might be INNOCENT .. but because people MISTAKE him 4 someone else with same name. PREPOSTEROUS!! karan WAHI #rapist now? @timesofindia @vineetjaintimes @ncw @smritiirani https://t.co/oy9omDRqI3	NOT	NONE	NONE
@DWPippy @TomthunkitsMind #Creep, #pedophile, #goon #rapist! Trial time https://t.co/bkb6WmOZtU	HOF	OFFN	TIN
The president's comments suggest that he believes winning an election is more important than the integrity of the election, Chuck Schumer said. #TrumpIsATraitor #Trump #FlagDay #JohnMcCainDay https://t.co/TnahdtWKJG	NOT	NONE	NONE
Martin Rowson on Tory MPs voting for a new leader #BorisJohnson #MichaelGove #BorisJohnsonShouldNotBePM #Boris4PM #cartoon #ToryLeadership #MichaelGove #DominicRaab #JeremyHunt #SajidJavid #RoryStewart #BoJo - political cartoon gallery in London https://t.co/dePcTdnXF6 https://t.co/mVjGdsTDxf	NOT	NONE	NONE
To those armchair activists on all issues they don't understand but mute on this. #SaveTheDoctors #DoctorsStrike #DoctorsFightBack #DoctorsUnderOppression https://t.co/zAEkAqtAWm	NOT	NONE	NONE
@TheRealOJ32 Wow you really have some nerve coming on twitter like this...  #Murderer  #WeWillNeverForget	NOT	NONE	NONE
General Election now! #BorisJohnsonShouldNotBePM https://t.co/T4akLRUMBv	NOT	NONE	NONE
A convicted killer, who went on the run for 17 days, was caught by chance when police were called to a McDonald’s drive-thru, a court has heard. Read more https://t.co/zqmm8oPO6U #news #crime #murderer #convict #prison #escape #killer #mcdonalds #uk #police #drivethru #court https://t.co/V6yMZ1IWaR	NOT	NONE	NONE
*After betrayal from momta Didi, media and patients*  #DoctorsStrike #DidiVsDoctors #DoctorsFightBack   AIIMS doctors: https://t.co/AVXjQLyLWV	NOT	NONE	NONE
#DhoniKeepsTheGlove Why icc have issue with Indian army badge ICC behaving like ISIS at last Indians feeling is it #ICC=ISIS #IndiaStandsWithDhoni #DhoniKeepsTheGlove #DhoniKeSaathDesh #BalidaanBadge #BCCI #ICCWorldCup2019 @msdhoni @imVkohli @ICC @BCCI @PMOIndia @ANI @CNN ,	NOT	NONE	NONE
@india_chandan Him bhi log hain. Hamara bhi gussa fut raha hain. So per high medical bill is concerned, why pay a single paisa, go get yourself treated at govt hospitals. You want premium service you have to pay premium. In negligence cases docs are penalised heavily. #DoctorsFightBack	NOT	NONE	NONE
Protest against Mamta Banerjee and effigy burning in SCB Medical College, Cuttack, odisha. #DoctorsFightBack #standwithNRS #SaveBengal #Savethedoctors https://t.co/wudBjDXauv	NOT	NONE	NONE
@SenSchumer @realDonaldTrump @senatemajldr @SenateGOP It was too late for him to try to do damage control on @foxandfriends the @abc interview will be aired again and more people get to hear what he has to say. #TrumpIsATraitor	NOT	NONE	NONE
#douchebag ownership is a real thing. It's powerful. Own your douche. #Theboldtype #theBoldTypeChat	NOT	NONE	NONE
Absolutely mortifying what is happening at our border. These camps should be preserved purely for education. Instead they're being recycled for the same purpose. #FuckTrump https://t.co/vUeW7QRLXA	NOT	NONE	NONE
iTWEET:After all the rabid build up to the #ICCWorldCup2019 match between #India &amp; #Pakistan on 16June, the ultimate let-down would be a washed out match again! One point each! #Cricket #WorldCupCricket #ShameOnICC	NOT	NONE	NONE
How the hell has #borisjohnson won all this support if he won’t leave his front room? Am I missing something?#BorisJohnsonShouldNotBePM	NOT	NONE	NONE
This is stupidly crazy. To think of leader might just prioritize a known political enemy nation over his country is so disgusting. I cant wait for this nightmare to be done. #TrumpIsATraitor #ImpeachDonaldTrump #TrumpMustResign  Our country deserve justice and ppm to defend it! https://t.co/os8G8WXgAz	NOT	NONE	NONE
For cricketer like Sunil Gavaskar world cup is everything! #shame   Let any team win world cup, we don't care. We care for pride and self respect of our Army / Nation first.  @sardanarohit   @ICC @BCCI @cricketworldcup @ICCMediaComms @msdhoni   #DhoniKeepTheGlove #DhoniKeepsTheGlove https://t.co/YTwfS3HreU	NOT	NONE	NONE
@SenToomey @AmericanLegion @SteveDaines You just use the military for a photo-op for your convenience. #FlagDay #JohnMCainDay #JohnMcCainDayJune14th #TrumpIsATraitor	NOT	NONE	NONE
@keithboykin @IlhanMN And you like #warmongers #Hezbollah #rapist #murderers What's your point #townclowns #democrats #lie #lies #vaguetruths	HOF	OFFN	TIN
Adam Silver is into hardcore BDSM. Still figuring out what role he plays, he’s absolutely cringe-tastic. He also has bodies buried in his backyard, 6+ I’m thinking #murderer	HOF	OFFN	TIN
Federal watchdog agency says Kellyanne Conway should be fired after violating the Hatch Act #Resist #ResistTrump #FuckTrump https://t.co/APIkVzT7Jq	NOT	NONE	NONE
Dear @ICC you haven't done right  We stand by @msdhoni  #DhoniKeepsTheGlove https://t.co/fmPwqMMq8i	NOT	NONE	NONE
There is gonna be #NoBirthdayForTrump ever.    Hell, #TraitorTot @realDonaldTrump deserves no praise of any sort since he's a fraud and a FAILURE.    #TrumpIsADisgrace #TrumpsWorseThanNixon #TRUMPSUNFIT #TrumpsAnInternationalDisgrace #TrumpIsATraitor #TrumpIsAFraud #TrumpIsAMoron https://t.co/G7g3NzA7xs	HOF	OFFN	TIN
We have seen #DoctorsFightBack through various peaceful means possible. And all of us must stand with them.Their well-being is important to us not only because they are doctors but also because they are fellow citizens.#DoctorsStrike because every life matters - theirs included!	NOT	NONE	NONE
Dear @ICC The symbol for Balidaan is pride of our Indian Para Troopers. There is nothing religious or political in wearing the glove. Big commercial brands logo will do but not national pride ..? Its horrible #DhoniKeepsTheGlove @BCCI	NOT	NONE	NONE
#Trump Tweets About Epic Interview Fail &amp; Gets Mocked Like A Clown #TrumpIsATraitor #VoteBlue2020  https://t.co/5s2tNnBY8u	NOT	NONE	NONE
#DoctorsFightBack Doctors of govt. Medical clg surat protest against violence against doctors. .. #Save the savior https://t.co/ctLSZPoCbA	NOT	NONE	NONE
@ICC Dear ICC focus on improving the standard of Umpiring.Which is important than then dhoni's Gloves. @BCCI @StarSportsIndia @cricketworldcup #DhoniKeepsTheGlove https://t.co/6fVW93rvzg	NOT	NONE	NONE
@TheRightMelissa @jeremynewberger @realDonaldTrump It was @BarackObama who brought the country back from the brink of economic collapse, now @POTUS is Bankrupting the country, since Bankruptcy is actually the only thing @realDonaldTrump knows #Resistance #LockThemAllUp #FuckTrump #ComplicitGOP #Resist https://t.co/lF2am3njsh	NOT	NONE	NONE
Vox Sentences: Maine moves to expand abortion access #Resist #ResistTrump #FuckTrump https://t.co/FRjTApznIs	NOT	NONE	NONE
#DoctorsFightBack Mamata vs Docs Latest Updates: Dharna Didi gets taste of her own medicine @AIIMSRDA hand out 48-hour ultimatum https://t.co/nadDfG4PiX	NOT	NONE	NONE
@BBCBreakfast What happened to violent crime in London since 2008? https://t.co/vpC99CElND via @FullFact #BorisBull #BorisJohnsonShouldNotBePM	NOT	NONE	NONE
I see the unscrupulous and opportunistic #BorisJohnsonShouldNotBePM has decided to back #Heathrow expansion. End of retreat from commitment to lie in front of the bulldozers. On the bright side he may now support #PeoplesVote and #StopBrexit in a few months.	NOT	NONE	NONE
Senate Republicans say campaigns should call FBI over foreign dirt #Resist #ResistTrump #FuckTrump https://t.co/qyLHBSaSoa	NOT	NONE	NONE
Trying to win by hiding. #BorisJohnsonShouldNotBePM  Tory frontrunner fails to participate in the debate as PM contenders struggle to offer sol @AJEnglish https://t.co/OzbI1id44c https://t.co/bXlxxJJUN1	NOT	NONE	NONE
Are Muslims, in general a nuisance to be tolerated by the rest of the world ?  #SaveBengal  #DoctorsFightBack   #DoctorsStrike   #MamtaBanerjee	HOF	HATE	TIN
Govt school adopted by IMA appointed unqualified teachers based on their investments #IMAFraud #PonziScheme https://t.co/rqt6X2fP0q	NOT	NONE	NONE
@MysterySolvent I'm in count down mode until we never have to see this nasty grifter family again. And never is too soon. #FUCKTRUMP https://t.co/ID2oeD11OV	NOT	NONE	NONE
@DominicRaab @jeremycorbyn's political judgement has proven to be spot on over the course of decades. You on the other hand are a proven liar, probably racist to your core, whose moral compass has allowed the deaths of over 130,000 UK citizens. #murderer https://t.co/USVA6Bzfbd	HOF	OFFN	TIN
A billion Cricket fans waited four years to watch how it rains in England😀😀😀😀 #shameonicc	NOT	NONE	NONE
#DhoniKeepsTheGlove   #DhoniKeepTheGlove   #DhoniKeSaathDesh     Sir please do not change your gloves,  please sir...     @msdhoni @BCCI	NOT	NONE	NONE
Biden leading Trump by 16 in Pennsylvania  Biden leading Trump by 10 in Wisconsin  Biden leading Trump by 7 in Florida  Trump leading Biden by 2 in Texas    Hahahahaha!   😂😂😂     #FuckTrump   #ImpeachTrumpNow https://t.co/VXubGeAKs3	NOT	NONE	NONE
#Trump just invited Congress to begin #Impeachment proceedings #FridayMotivation #ForThePeople #2020Election #FBR #TrumpIsATraitor #TrumpIsTheEnemyOfThePeople #DemForce https://t.co/xN6mPPlNwP	NOT	NONE	NONE
@realDonaldTrump Surrender. It’s all coming out. Everything. Everyone will know the truth. #TrumpIsATraitor	NOT	NONE	NONE
Don't know if the math is correct but #ShameOnICC https://t.co/czmt2cwpk9	NOT	NONE	NONE
The #TrumpIsATraitor groupies are going to lie us into another war! And why? TO PUMP TRUMP’S POLL NUMBERS!	NOT	NONE	NONE
This should have been the anthem of this world cup 😂😁😁 #ShameOnICC https://t.co/DYkHatIreb	NOT	NONE	NONE
#Sunday June 16, 2019            #TrumpIsATraitor     #FakePresident             #WeAreNotOk #TrumpMustGo https://t.co/w0U6NakmPH	NOT	NONE	NONE
@TJGIII @hmgave @DeWayneLehman @meridithmcgraw @SquawkCNBC For the first time in 9 years, our economy has dropped from 1st to 3rd.     #FUCKTRUMP	NOT	NONE	NONE
#JohnMcCainDay #FuckTrump It's Donald Trump's birthday, but it's #JohnMcCainDay on Twitter https://t.co/IBIbmmMvkJ	NOT	NONE	NONE
Please RT. #BorisJohnsonShouldNotBePM https://t.co/t4ID5sAXdt	NOT	NONE	NONE
As doctors continue to resign en masse, the centre sought two detailed reports from the #WestBengal government including the measures taken to contain political violence in the state.     #BengalDoctorsStrike #DoctorsFightBack   https://t.co/fII3ait6Go	NOT	NONE	NONE
I think if Boris refuses to take part in the hustlings he should be automatically excluded from the leadership contest. Refusing to take part shows contempt of the British people and extreme arrogance. #BorisJohnsonShouldNotBePM #GeneralElectionNow	NOT	NONE	NONE
@SpringF_kx @BBackerman1 @Rich705 @VtxMad @PennyCarrigan1 @keanothedog @ommatid @ThaddeusArjuna @Rose52413 @fordyce_greg @mason4922 @MBonsario @Doh_Doh_Burrd @clairermassey @SarahLies4Trump @ignats66 @gentlemindmom @cyferPtVila @a_patriciann @AllAboutAllan @stuffbusted @CurtisCBallII1 @DearAuntCrabby @Baltic_Bluebird @BarbieToes1 @basshooker2 @kaysintBB @Barbara13199344 @Michael97396326 @Barbie2692 @BeautyAbounds4U @adamcbest @Falconer084 @BearmanShannon @marcbenoit39 @BenPutnam56 @NotMyPrecedent @Carolyny1948 I’m not saying @realDonaldTrump is a russian asset but the russian sure say he is! #ImpeachTrumpNow #TrumpIsATraitor @MBonsario @e_whittler @AndyOstroy @StevenBeschloss @Lawrence @maddow @AriMelber @JoyAnnReid @MalcolmNance @JillWineBanks @Cheezetta	NOT	NONE	NONE
#ShameOnICC the weather we cannnot control, investment in covers you can..... as for some of the ticket prices truly shocking. Like the Champions trophy last year you would rather have stack of empty Corporate seats than a stadium full of excited fans. 105 pound for Eng Bangla👿	NOT	NONE	NONE
@woodgnomology @trishysunflower 'It's not about EU, it's about me!' #BorisJohnsonShouldNotBePM https://t.co/rsYLRR3pzr	NOT	NONE	NONE
The UK faces wildcat strikes and civil disobedience if Boris Johnson commits to a no-deal Brexit as prime minister, a group of campaigners have warned.   #BorisJohnsonShouldNotBePM  #StopBrexit  #SummerOfResistance  #PutItToThePeople  https://t.co/gVTAx6XfYd	NOT	NONE	NONE
@Trendulkar It's not raining as it's England's match..ECB &amp; ICC have scheduled all England matches where possibility of rain is minnimum i.e, 'Rain Fixing'.    @ICC must change the venue of #INDvPAK match from Manchester to London.    #ENGvWI #ShameOnICC #RainStopsMatch #CWC19 #INDvsPAK #WIvsENG	NOT	NONE	NONE
What Pompeo forgot about the flag #Resist #ResistTrump #FuckTrump https://t.co/wH46YP88Ux	NOT	NONE	NONE
@LilCox2627 @write2bheard1 @senatemajldr I've definitely not heard enough. And what i have heard / read indicates 🍄 has obstructed justice and his campaign worked in conjunction with Russia to be illegitimately installed as a russian-asset. #IReadTheMuellerReport #TrumpIsATraitor #ImpeachTheMFTraitor	NOT	NONE	NONE
Idiot Trump gets harpooned for ‘Prince of Whales’ spelling error  #TrumpStupid   Its Prince of Wales, you baffoon  #TrumpIsANationalDisgrace  #TrumpIsNotAboveTheLaw #TrumpIsATraitor #TRUMPISALIAR #NoMoreTrumpism  #Obstruction  #VoteBlue    @demcrats https://t.co/646Hwu5Dxg	HOF	OFFN	TIN
